wavelength,absorbance,bonds,,,absorbance,
3527.796165,-0.000452,,,,0.002048,-0.000452
3529.724976,-0.000462,,,,0.002038,-0.000462
3531.653788,-0.000498,,,,0.002002,-0.000498
3533.582599,-0.000502,,,,0.001998,-0.000502
3535.511411,-0.000417,,,,0.002083,-0.000417
3537.440222,-0.000362,,,,0.002138,-0.000362
3539.369034,-0.000367,,,,0.002133,-0.000367
3541.297845,-0.000377,,,,0.002123,-0.000377
3543.226656,-0.000386,,,,0.002114,-0.000386
3545.155468,-0.000388,,,,0.002112,-0.000388
3547.084279,-0.000401,,,,0.002099,-0.000401
3549.013091,-0.000411,,,,0.002089,-0.000411
3550.941902,-0.000396,,,,0.002104,-0.000396
3552.870714,-0.000382,,,,0.002118,-0.000382
3554.799525,-0.000388,,,,0.002112,-0.000388
3556.728337,-0.000456,,,,0.002044,-0.000456
3558.657148,-0.000517,,,,0.001983,-0.000517
3560.58596,-0.000461,,,,0.002039,-0.000461
3562.514771,-0.000403,,,,0.002097,-0.000403
3564.443583,-0.000404,,,,0.002096,-0.000404
3566.372394,-0.000402,,,,0.002098,-0.000402
3568.301205,-0.000408,,,,0.002092,-0.000408
3570.230017,-0.000407,,,,0.002093,-0.000407
3572.158828,-0.00038,,,,0.00212,-0.00038
3574.08764,-0.000386,,,,0.002114,-0.000386
3576.016451,-0.00044,,,,0.00206,-0.00044
3577.945263,-0.000475,,,,0.002025,-0.000475
3579.874074,-0.000491,,,,0.002009,-0.000491
3581.802886,-0.000517,,,,0.001983,-0.000517
3583.731697,-0.000486,,,,0.002014,-0.000486
3585.660509,-0.000395,,,,0.002105,-0.000395
3587.58932,-0.000352,,,,0.002148,-0.000352
3589.518132,-0.000375,,,,0.002125,-0.000375
3591.446943,-0.000375,,,,0.002125,-0.000375
3593.375754,-0.000364,,,,0.002136,-0.000364
3595.304566,-0.000343,,,,0.002157,-0.000343
3597.233377,-0.000299,,,,0.002201,-0.000299
3599.162189,-0.000335,,,,0.002165,-0.000335
3601.091,-0.000401,,,,0.002099,-0.000401
3603.019812,-0.000397,,,,0.002103,-0.000397
3604.948623,-0.000349,,,,0.002151,-0.000349
3606.877435,-0.000324,,,,0.002176,-0.000324
3608.806246,-0.000413,,,,0.002087,-0.000413
3610.735058,-0.000452,,,,0.002048,-0.000452
3612.663869,-0.000362,,,,0.002138,-0.000362
3614.592681,-0.000385,,,,0.002115,-0.000385
3616.521492,-0.00043,,,,0.00207,-0.00043
3618.450303,-0.000379,,,,0.002121,-0.000379
3620.379115,-0.000381,,,,0.002119,-0.000381
3622.307926,-0.00035,,,,0.00215,-0.00035
3624.236738,-0.000282,,,,0.002218,-0.000282
3626.165549,-0.000332,,,,0.002168,-0.000332
3628.094361,-0.000386,,,,0.002114,-0.000386
3630.023172,-0.000366,,,,0.002134,-0.000366
3631.951984,-0.000337,,,,0.002163,-0.000337
3633.880795,-0.000297,,,,0.002203,-0.000297
3635.809607,-0.000278,,,,0.002222,-0.000278
3637.738418,-0.000294,,,,0.002206,-0.000294
3639.66723,-0.000276,,,,0.002224,-0.000276
3641.596041,-0.000251,,,,0.002249,-0.000251
3643.524852,-0.000274,,,,0.002226,-0.000274
3645.453664,-0.000313,,,,0.002187,-0.000313
3647.382475,-0.000367,,,,0.002133,-0.000367
3649.311287,-0.000352,,,,0.002148,-0.000352
3651.240098,-0.000263,,,,0.002237,-0.000263
3653.16891,-0.000263,,,,0.002237,-0.000263
3655.097721,-0.000334,,,,0.002166,-0.000334
3657.026533,-0.000391,,,,0.002109,-0.000391
3658.955344,-0.000372,,,,0.002128,-0.000372
3660.884156,-0.00029,,,,0.00221,-0.00029
3662.812967,-0.000286,,,,0.002214,-0.000286
3664.741779,-0.000288,,,,0.002212,-0.000288
3666.67059,-0.00023,,,,0.00227,-0.00023
3668.599401,-0.000239,,,,0.002261,-0.000239
3670.528213,-0.000301,,,,0.002199,-0.000301
3672.457024,-0.000315,,,,0.002185,-0.000315
3674.385836,-0.00033,,,,0.00217,-0.00033
3676.314647,-0.00037,,,,0.00213,-0.00037
3678.243459,-0.000304,,,,0.002196,-0.000304
3680.17227,-0.000215,,,,0.002285,-0.000215
3682.101082,-0.000197,,,,0.002303,-0.000197
3684.029893,-0.000146,,,,0.002354,-0.000146
3685.958705,-0.000155,,,,0.002345,-0.000155
3687.887516,-0.000238,,,,0.002262,-0.000238
3689.816328,-0.00026,,,,0.00224,-0.00026
3691.745139,-0.000259,,,,0.002241,-0.000259
3693.673951,-0.000238,,,,0.002262,-0.000238
3695.602762,-0.000179,,,,0.002321,-0.000179
3697.531573,-0.000136,,,,0.002364,-0.000136
3699.460385,-0.000118,,,,0.002382,-0.000118
3701.389196,-0.000095,,,,0.002405,-0.000095
3703.318008,-5E-05,,,,0.00245,-5E-05
3705.246819,-2.4E-05,,,,0.002476,-2.4E-05
3707.175631,-5.8E-05,,,,0.002442,-5.8E-05
3709.104442,-8.6E-05,,,,0.002414,-8.6E-05
3711.033254,-6.6E-05,,,,0.002434,-6.6E-05
3712.962065,-6.6E-05,,,,0.002434,-6.6E-05
3714.890877,-0.000072,,,,0.002428,-0.000072
3716.819688,-3.5E-05,,,,0.002465,-3.5E-05
3718.7485,-1.9E-05,,,,0.002481,-1.9E-05
3720.677311,-4.8E-05,,,,0.002452,-4.8E-05
3722.606122,-4.1E-05,,,,0.002459,-4.1E-05
3724.534934,-9E-06,,,,0.002491,-9E-06
3726.463745,-1.5E-05,,,,0.002485,-1.5E-05
3728.392557,0.000016,,,,0.002516,0.000016
3730.321368,6.6E-05,,,,0.002566,6.6E-05
3732.25018,1.8E-05,,,,0.002518,1.8E-05
3734.178991,-3.7E-05,,,,0.002463,-3.7E-05
3736.107803,-2E-05,,,,0.00248,-2E-05
3738.036614,2.5E-05,,,,0.002525,2.5E-05
3739.965426,6.8E-05,,,,0.002568,6.8E-05
3741.894237,5.5E-05,,,,0.002555,5.5E-05
3743.823049,4.8E-05,,,,0.002548,4.8E-05
3745.75186,0.000095,,,,0.002595,0.000095
3747.680671,7.4E-05,,,,0.002574,7.4E-05
3749.609483,-2E-05,,,,0.00248,-2E-05
3751.538294,-5.8E-05,,,,0.002442,-5.8E-05
3753.467106,-7E-06,,,,0.002493,-7E-06
3755.395917,5.8E-05,,,,0.002558,5.8E-05
3757.324729,5.7E-05,,,,0.002557,5.7E-05
3759.25354,5.6E-05,,,,0.002556,5.6E-05
3761.182352,0.000119,,,,0.002619,0.000119
3763.111163,0.000136,,,,0.002636,0.000136
3765.039975,0.000108,,,,0.002608,0.000108
3766.968786,0.000116,,,,0.002616,0.000116
3768.897598,0.000146,,,,0.002646,0.000146
3770.826409,0.000204,,,,0.002704,0.000204
3772.75522,0.00025,,,,0.00275,0.00025
3774.684032,0.0002,,,,0.0027,0.0002
3776.612843,0.000098,,,,0.002598,0.000098
3778.541655,7.7E-05,,,,0.002577,7.7E-05
3780.470466,0.000106,,,,0.002606,0.000106
3782.399278,8E-05,,,,0.00258,8E-05
3784.328089,0.000039,,,,0.002539,0.000039
3786.256901,1.8E-05,,,,0.002518,1.8E-05
3788.185712,0.000039,,,,0.002539,0.000039
3790.114524,0.000104,,,,0.002604,0.000104
3792.043335,0.00012,,,,0.00262,0.00012
3793.972147,6.3E-05,,,,0.002563,6.3E-05
3795.900958,3.1E-05,,,,0.002531,3.1E-05
3797.829769,7.1E-05,,,,0.002571,7.1E-05
3799.758581,7.3E-05,,,,0.002573,7.3E-05
