wavelength,absorbance,bonds,,,,,,,
3151.67793,-0.000241,,,,,,,,
3153.606741,-0.000272,,,,,,,,
3155.535552,-0.00026,,,,,,,,
3157.464364,-0.000264,,,,,,,,
3159.393175,-0.000271,,,,,,,,
3161.321987,-0.000346,,,,,,,,
3163.250798,-0.0004,,,,,,,,
3165.17961,-0.000357,,,,,,,,
3167.108421,-0.000321,,,,,,,,
3169.037233,-0.000348,,,,,,,,
3170.966044,-0.00041,,,,,,,,
3172.894856,-0.000445,,,,,,,,
3174.823667,-0.0004,,,,,,,,
3176.752479,-0.000327,,,,,,,,
3178.68129,-0.000324,,,,,,,,
3180.610102,-0.000361,,,,,,,,
3182.538913,-0.00039,,,,,,,,
3184.467724,-0.000416,,,,,,,,
3186.396536,-0.000424,,,,,,,,
3188.325347,-0.000441,,,,,,,,
3190.254159,-0.000458,,,,,,,,
3192.18297,-0.000453,,,,,,,,
3194.111782,-0.000469,,,,,,,,
3196.040593,-0.000479,,,,,,,,
3197.969405,-0.000461,,,,,,,,
3199.898216,-0.000454,,,,,,,,
3201.827028,-0.000466,,,,,,,,
3203.755839,-0.000448,,,,,,,,
3205.684651,-0.000414,,,,,,,,
3207.613462,-0.000425,,,,,,,,
3209.542273,-0.000416,,,,,,,,
3211.471085,-0.000375,,,,,,,,
3213.399896,-0.000395,,,,,,,,
3215.328708,-0.000428,,,,,,,,
3217.257519,-0.000404,,,,,,,,
3219.186331,-0.000364,,,,,,,,
3221.115142,-0.000385,,,,,,,,
3223.043954,-0.00044,,,,,,,,
3224.972765,-0.000411,,,,,,,,
3226.901577,-0.00035,,,,,,,,
3228.830388,-0.000332,,,,,,,,
3230.7592,-0.000319,,,,,,,,
3232.688011,-0.000323,,,,,,,,
3234.616822,-0.000338,,,,,,,,
3236.545634,-0.000371,,,,,,,,
3238.474445,-0.000398,,,,,,,,
3240.403257,-0.000358,,,,,,,,
3242.332068,-0.000343,,,,,,,,
3244.26088,-0.000384,,,,,,,,
3246.189691,-0.000406,,,,,,,,
3248.118503,-0.000414,,,,,,,,
3250.047314,-0.00044,,,,,,,,
3251.976126,-0.000451,,,,,,,,
3253.904937,-0.000424,,,,,,,,
3255.833749,-0.00043,,,,,,,,
3257.76256,-0.000453,,,,,,,,
3259.691371,-0.000437,,,,,,,,
3261.620183,-0.000457,,,,,,,,
3263.548994,-0.000511,,,,,,,,
3265.477806,-0.000497,,,,,,,,
3267.406617,-0.000413,,,,,,,,
3269.335429,-0.000367,,,,,,,,
3271.26424,-0.000391,,,,,,,,
3273.193052,-0.000427,,,,,,,,
3275.121863,-0.000428,,,,,,,,
3277.050675,-0.000365,,,,,,,,
3278.979486,-0.000318,,,,,,,,
3280.908298,-0.000347,,,,,,,,
3282.837109,-0.000396,,,,,,,,
3284.76592,-0.000452,,,,,,,,
3286.694732,-0.000474,,,,,,,,
3288.623543,-0.000402,,,,,,,,
3290.552355,-0.000338,,,,,,,,
3292.481166,-0.000336,,,,,,,,
3294.409978,-0.000336,,,,,,,,
3296.338789,-0.000371,,,,,,,,
3298.267601,-0.000408,,,,,,,,
3300.196412,-0.000392,,,,,,,,
3302.125224,-0.000387,,,,,,,,
3304.054035,-0.000359,,,,,,,,
3305.982847,-0.000345,,,,,,,,
3307.911658,-0.0004,,,,,,,,
3309.840469,-0.00035,,,,,,,,
3311.769281,-0.000219,,,,,,,,
3313.698092,-0.00023,,,,,,,,
3315.626904,-0.000326,,,,,,,,
3317.555715,-0.000303,,,,,,,,
3319.484527,-0.000232,,,,,,,,
3321.413338,-0.000257,,,,,,,,
3323.34215,-0.00028,,,,,,,,
3325.270961,-0.000312,,,,,,,,
3327.199773,-0.000382,,,,,,,,
3329.128584,-0.00039,,,,,,,,
3331.057396,-0.000424,,,,,,,,
3332.986207,-0.000449,,,,,,,,
3334.915018,-0.000384,,,,,,,,
3336.84383,-0.00038,,,,,,,,
3338.772641,-0.000426,,,,,,,,
3340.701453,-0.000415,,,,,,,,
3342.630264,-0.00039,,,,,,,,
3344.559076,-0.000407,,,,,,,,
3346.487887,-0.000422,,,,,,,,
3348.416699,-0.000387,,,,,,,,
3350.34551,-0.000401,,,,,,,,
3352.274322,-0.000491,,,,,,,,
3354.203133,-0.000501,,,,,,,,
3356.131945,-0.000425,,,,,,,,
3358.060756,-0.000411,,,,,,,,
3359.989568,-0.000472,,,,,,,,
3361.918379,-0.000486,,,,,,,,
3363.84719,-0.000424,,,,,,,,
3365.776002,-0.000386,,,,,,,,
3367.704813,-0.000435,,,,,,,,
3369.633625,-0.000514,,,,,,,,
3371.562436,-0.000532,,,,,,,,
3373.491248,-0.000495,,,,,,,,
3375.420059,-0.000451,,,,,,,,
3377.348871,-0.0004,,,,,,,,
3379.277682,-0.000379,,,,,,,,
3381.206494,-0.000405,,,,,,,,
3383.135305,-0.000421,,,,,,,,
3385.064117,-0.000412,,,,,,,,
3386.992928,-0.000408,,,,,,,,
3388.921739,-0.000399,,,,,,,,
3390.850551,-0.000346,,,,,,,,
3392.779362,-0.000315,,,,,,,,
3394.708174,-0.000366,,,,,,,,
3396.636985,-0.000406,,,,,,,,
3398.565797,-0.000401,,,,,,,,
3400.494608,-0.000362,,,,,,,,
3402.42342,-0.000254,,,,,,,,
3404.352231,-0.000158,,,,,,,,
3406.281043,-0.000131,O-H,,,,,,,
3408.209854,-8.30E-05,O-H,,,,,,,
3410.138666,8.00E-06,O-H,,,,,,,
3412.067477,0.000141,O-H,,,,,,,
3413.996288,0.000308,O-H,,,,,,,
3415.9251,0.000429,O-H,,,,,,,
3417.853911,0.000522,O-H,,,,,,,
3419.782723,0.000633,O-H,,,,,,,
3421.711534,0.000716,O-H,,,,,,,
3423.640346,0.000779,O-H,,,,,,,
3425.569157,0.000875,O-H,,,,,,,
3427.497969,0.000923,O-H,,,,,,,
3429.42678,0.000887,O-H,,,,,,,
3431.355592,0.000861,O-H,,,,,,,
3433.284403,0.000823,O-H,,,,,,,
3435.213215,0.000804,O-H,,,,,,,
3437.142026,0.00084,O-H,,,,,,,
3439.070837,0.00082,O-H,,,,,,,
3440.999649,0.000779,O-H,,,,,,,
3442.92846,0.000724,O-H,,,,,,,
3444.857272,0.000622,O-H,,,,,,,
3446.786083,0.000541,O-H,,,,,,,
3448.714895,0.00047,O-H,,,,,,,
3450.643706,0.000449,O-H,,,,,,,
3452.572518,0.000455,O-H,,,,,,,
3454.501329,0.000408,O-H,,,,,,,
3456.430141,0.00037,O-H,,,,,,,
3458.358952,0.000345,O-H,,,,,,,
3460.287764,0.000307,O-H,,,,,,,
3462.216575,0.000239,O-H,,,,,,,
3464.145386,0.000111,O-H,,,,,,,
3466.074198,1.10E-05,O-H,,,,,,,
3468.003009,-0.000013,O-H,,,,,,,
3469.931821,-0.000049,O-H,,,,,,,
3471.860632,-0.000116,O-H,,,,,,,
3473.789444,-0.000179,O-H,,,,,,,
3475.718255,-0.000221,O-H,,,,,,,
3477.647067,-0.000228,O-H,,,,,,,
3479.575878,-0.000238,O-H,,,,,,,
3481.50469,-0.000277,,,,,,,,
3483.433501,-0.000321,,,,,,,,
3485.362313,-0.000337,,,,,,,,
3487.291124,-0.000347,,,,,,,,
3489.219935,-0.000388,,,,,,,,
3491.148747,-0.000403,,,,,,,,
3493.077558,-0.000429,,,,,,,,
3495.00637,-0.000462,,,,,,,,
3496.935181,-0.000405,,,,,,,,
3498.863993,-0.00037,,,,,,,,
3500.792804,-0.000374,,,,,,,,
3502.721616,-0.000324,,,,,,,,
3504.650427,-0.000309,,,,,,,,
3506.579239,-0.000321,,,,,,,,
3508.50805,-0.000298,,,,,,,,
3510.436862,-0.000291,,,,,,,,
3512.365673,-0.000284,,,,,,,,
3514.294484,-0.00027,,,,,,,,
3516.223296,-0.000272,,,,,,,,
3518.152107,-0.000257,,,,,,,,
3520.080919,-0.000264,,,,,,,,
3522.00973,-0.000329,,,,,,,,
3523.938542,-0.000352,,,,,,,,
3525.867353,-0.000257,,,,,,,,
3527.796165,-0.00017,,,,,,,,
3529.724976,-0.000182,,,,,,,,
3531.653788,-0.000183,,,,,,,,
3533.582599,-0.000199,,,,,,,,
3535.511411,-0.000237,,,,,,,,
3537.440222,-0.00019,,,,,,,,
3539.369034,-0.000184,,,,,,,,
3541.297845,-0.000237,,,,,,,,
3543.226656,-0.000189,,,,,,,,
3545.155468,-0.000116,,,,,,,,
3547.084279,-0.000116,,,,,,,,
3549.013091,-0.000146,,,,,,,,
3550.941902,-0.000162,,,,,,,,
3552.870714,-0.000141,,,,,,,,
3554.799525,-0.000119,,,,,,,,
3556.728337,-0.000133,,,,,,,,
3558.657148,-0.000169,,,,,,,,
3560.58596,-0.000196,,,,,,,,
3562.514771,-0.000175,,,,,,,,
3564.443583,-0.000129,,,,,,,,
3566.372394,-0.000104,,,,,,,,
3568.301205,-0.00018,,,,,,,,
3570.230017,-0.000315,,,,,,,,
3572.158828,-0.00028,,,,,,,,
3574.08764,-0.000201,,,,,,,,
3576.016451,-0.000262,,,,,,,,
3577.945263,-0.000277,,,,,,,,
3579.874074,-0.000276,,,,,,,,
3581.802886,-0.000329,,,,,,,,
3583.731697,-0.000309,,,,,,,,
3585.660509,-0.000236,,,,,,,,
3587.58932,-0.000195,,,,,,,,
3589.518132,-0.000187,,,,,,,,
3591.446943,-0.0002,,,,,,,,
3593.375754,-0.000274,,,,,,,,
3595.304566,-0.000334,,,,,,,,
3597.233377,-0.000312,,,,,,,,
3599.162189,-0.000333,,,,,,,,
3601.091,-0.000372,,,,,,,,
3603.019812,-0.00033,,,,,,,,
3604.948623,-0.000267,,,,,,,,
3606.877435,-0.00019,,,,,,,,
3608.806246,-0.000156,,,,,,,,
3610.735058,-0.000235,,,,,,,,
3612.663869,-0.00029,,,,,,,,
3614.592681,-0.000276,,,,,,,,
3616.521492,-0.00023,,,,,,,,
3618.450303,-0.000176,,,,,,,,
3620.379115,-0.000202,,,,,,,,
3622.307926,-0.000215,,,,,,,,
3624.236738,-0.000155,,,,,,,,
3626.165549,-0.000156,,,,,,,,
3628.094361,-0.000187,,,,,,,,
3630.023172,-0.0002,,,,,,,,
3631.951984,-0.000202,,,,,,,,
3633.880795,-0.000156,,,,,,,,
3635.809607,-0.000161,,,,,,,,
3637.738418,-0.000264,,,,,,,,
3639.66723,-0.000289,,,,,,,,
3641.596041,-0.000233,,,,,,,,
3643.524852,-0.000223,,,,,,,,
3645.453664,-0.000222,,,,,,,,
3647.382475,-0.000202,,,,,,,,
3649.311287,-0.000181,,,,,,,,
3651.240098,-0.000209,,,,,,,,
3653.16891,-0.000293,,,,,,,,
3655.097721,-0.000301,,,,,,,,
3657.026533,-0.000292,,,,,,,,
3658.955344,-0.000408,,,,,,,,
3660.884156,-0.000506,,,,,,,,
3662.812967,-0.000451,,,,,,,,
3664.741779,-0.000414,,,,,,,,
3666.67059,-0.000492,,,,,,,,
3668.599401,-0.000535,,,,,,,,
3670.528213,-0.000524,,,,,,,,
3672.457024,-0.000472,,,,,,,,
3674.385836,-0.000418,,,,,,,,
3676.314647,-0.000477,,,,,,,,
3678.243459,-0.000496,,,,,,,,
3680.17227,-0.000403,,,,,,,,
3682.101082,-0.000365,,,,,,,,
3684.029893,-0.000364,,,,,,,,
3685.958705,-0.000339,,,,,,,,
3687.887516,-0.000327,,,,,,,,
3689.816328,-0.000338,,,,,,,,
3691.745139,-0.000343,,,,,,,,
3693.673951,-0.000356,,,,,,,,
3695.602762,-0.000461,,,,,,,,
3697.531573,-0.00057,,,,,,,,
3699.460385,-0.000521,,,,,,,,
3701.389196,-0.000417,,,,,,,,
3703.318008,-0.000369,,,,,,,,
3705.246819,-0.000392,,,,,,,,
3707.175631,-0.000487,,,,,,,,
3709.104442,-0.000536,,,,,,,,
3711.033254,-0.000484,,,,,,,,
3712.962065,-0.000381,,,,,,,,
3714.890877,-0.000308,,,,,,,,
3716.819688,-0.0003,,,,,,,,
3718.7485,-0.000324,,,,,,,,
3720.677311,-0.000368,,,,,,,,
3722.606122,-0.000368,,,,,,,,
3724.534934,-0.000332,,,,,,,,
3726.463745,-0.000316,,,,,,,,
3728.392557,-0.000316,,,,,,,,
3730.321368,-0.000374,,,,,,,,
3732.25018,-0.000374,,,,,,,,
3734.178991,-0.000299,,,,,,,,
3736.107803,-0.000311,,,,,,,,
3738.036614,-0.000351,,,,,,,,
3739.965426,-0.000381,,,,,,,,
3741.894237,-0.000373,,,,,,,,
3743.823049,-0.000315,,,,,,,,
3745.75186,-0.000293,,,,,,,,
3747.680671,-0.000237,,,,,,,,
3749.609483,-0.000136,,,,,,,,
3751.538294,-7.40E-05,,,,,,,,
3753.467106,-8.70E-05,,,,,,,,
3755.395917,-0.000164,,,,,,,,
3757.324729,-0.000202,,,,,,,,
3759.25354,-0.00024,,,,,,,,
3761.182352,-0.000322,,,,,,,,
3763.111163,-0.000328,,,,,,,,
3765.039975,-0.000316,,,,,,,,
3766.968786,-0.000363,,,,,,,,
3768.897598,-0.000368,,,,,,,,
3770.826409,-0.000346,,,,,,,,
3772.75522,-0.000348,,,,,,,,
3774.684032,-0.000325,,,,,,,,
3776.612843,-0.000357,,,,,,,,
3778.541655,-0.000412,,,,,,,,
3780.470466,-0.000355,,,,,,,,
3782.399278,-0.000292,,,,,,,,
3784.328089,-0.000281,,,,,,,,
3786.256901,-0.000288,,,,,,,,
3788.185712,-0.00028,,,,,,,,
3790.114524,-0.000212,,,,,,,,
3792.043335,-0.00019,,,,,,,,
3793.972147,-0.000239,,,,,,,,
3795.900958,-0.000243,,,,,,,,
3797.829769,-0.000226,,,,,,,,
3799.758581,-0.000244,,,,,,,,
